,LotArea,Neighborhood,HouseStyle,RoofStyle,Foundation,CentralAir,YrSold,LandContour,Utilities,Condition1,Fireplaces,SaleType,KitchenQual,OverallQual,Heating,OpenPorchSF,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,FullBath,1stFlrSF,SalePrice
830,11900,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,RFn,2,458,TA,1,1392,166000
831,3180,Somerst,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,166,Detchd,RFn,2,480,TA,2,520,151000
832,9548,CollgCr,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,39,Attchd,RFn,2,613,TA,2,941,237000
833,10004,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,RFn,2,472,TA,1,1516,167000
834,7875,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,456,TA,1,1144,139950
835,9600,Sawyer,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,4,GasA,0,Attchd,Unf,2,436,TA,2,1067,128000
836,8100,OldTown,1Story,Gable,BrkTil,Y,2007,Lvl,AllPub,Norm,0,COD,TA,5,GasA,116,Detchd,Unf,2,812,TA,1,1559,153500
837,1680,BrDale,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,264,TA,1,483,100000
838,9525,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Attchd,Unf,1,352,TA,1,1099,144000
839,11767,Edwards,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,240,TA,1,768,130500
840,12155,SWISU,2Story,Gable,BrkTil,N,2008,Lvl,AllPub,Norm,0,WD,Fa,6,GasA,0,Detchd,Unf,1,400,TA,2,810,140000
841,10440,OldTown,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,78,Detchd,Unf,2,686,Gd,2,958,157500
842,9020,mes,SLvl,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,129,Attchd,RFn,2,490,Gd,1,1165,174900
843,8000,mes,1Story,Gable,CBlock,N,2007,Lvl,AllPub,Artery,0,WD,TA,5,GasA,0,,,0,0,,2,1800,141000
844,12665,OldTown,1.5Fin,Gable,BrkTil,Y,2008,Lvl,AllPub,Artery,1,WD,TA,5,GasA,0,Detchd,Unf,3,720,TA,1,876,153900
845,16647,Sawyer,SFoyer,Gable,CBlock,Y,2007,Lvl,AllPub,RRAe,2,WD,TA,5,GasA,0,Basment,Fin,2,611,TA,2,1701,171000
846,9317,SawyerW,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,72,Attchd,Unf,2,425,TA,2,1006,213000
847,15523,CollgCr,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Unf,1,338,TA,1,864,133500
848,45600,ClearCr,1.5Fin,Gable,BrkTil,Y,2008,Bnk,AllPub,Norm,1,WD,TA,6,GasA,40,Detchd,Unf,2,360,Fa,3,1307,240000
849,9600,Veenker,SLvl,Hip,CBlock,Y,2007,Lvl,AllPub,Feedr,1,WD,TA,6,GasA,100,Attchd,RFn,2,512,TA,2,1094,187000
850,4435,CollgCr,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,0,Attchd,Fin,2,420,TA,1,848,131500
851,3196,Blmngtn,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,20,Attchd,Fin,2,400,TA,2,1456,215000
852,7128,Crawfor,2.5Unf,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,2,WD,TA,7,GasA,0,Detchd,Unf,1,240,TA,2,918,164000
853,12095,mes,SLvl,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,2,645,TA,1,1445,158000
854,17920,Sawyer,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,418,Attchd,Unf,2,454,TA,1,1779,170000
855,6897,Sawyer,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,104,Detchd,Unf,1,260,TA,1,1040,127000
856,10970,CollgCr,SLvl,Gable,CBlock,Y,2008,Low,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,2,576,TA,1,1026,147000
857,8125,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,36,Attchd,Fin,2,343,TA,2,702,174000
858,10400,NWAmes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,7,GasA,0,Attchd,RFn,2,479,TA,2,1370,152000
859,11029,NWAmes,2Story,Gable,CBlock,Y,2006,Lvl,AllPub,PosA,1,WD,Gd,6,GasA,65,Attchd,Unf,2,619,TA,2,1512,250000
860,7642,Crawfor,1.5Fin,Gable,BrkTil,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,240,Detchd,Unf,1,216,TA,1,912,189950
861,11625,Sawyer,1Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,504,TA,1,1039,131500
862,9672,SawyerW,1Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,480,TA,2,1097,152000
863,7931,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,672,TA,1,1148,132500
864,8640,Somerst,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,New,Gd,7,GasA,140,Attchd,Fin,2,529,TA,2,1372,250580
865,8750,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,902,TA,1,1002,148500
866,10656,Timber,1Story,Gable,PConc,Y,2007,HLS,AllPub,Norm,1,New,Gd,8,GasA,80,Attchd,RFn,3,870,TA,2,1646,248900
867,6970,Sawyer,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Feedr,0,WD,Fa,4,GasA,0,Attchd,RFn,2,544,TA,1,1120,129000
868,14762,Gilbert,2Story,Gable,Slab,Y,2006,Lvl,AllPub,Feedr,1,WD,TA,5,GasA,144,Attchd,Unf,2,672,TA,2,1547,169000
869,9938,SawyerW,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,90,Attchd,Fin,2,574,TA,2,1062,236000
870,6600,mes,1Story,Hip,CBlock,N,2009,Lvl,AllPub,PosN,0,WD,TA,5,GasA,0,Detchd,Unf,1,308,TA,1,894,109500
871,8750,CollgCr,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,77,Attchd,RFn,2,523,TA,2,804,200500
872,8892,mes,1Story,Gable,Stone,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Attchd,Unf,2,414,TA,1,910,116000
873,12144,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,5,GasA,28,Attchd,Unf,1,288,TA,1,1036,133000
874,5720,OldTown,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Artery,0,WD,TA,5,GasA,0,Detchd,Unf,1,200,TA,1,676,66500
875,9000,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Ex,8,GasA,364,BuiltIn,Fin,2,550,TA,2,1184,303477
876,25286,Mitchel,1Story,Gable,PConc,Y,2007,HLS,AllPub,Norm,0,WD,TA,4,GasA,0,Attchd,Unf,2,648,TA,1,1040,132250
877,8834,NridgHt,2Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,9,GasA,0,Attchd,Fin,3,738,TA,2,1462,350000
878,11782,Sawyer,SFoyer,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Detchd,Unf,2,576,TA,1,1155,148000
879,7000,CollgCr,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,336,TA,1,864,136500
880,7024,Edwards,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,49,Attchd,Fin,2,450,TA,1,1090,157000
881,13758,Timber,1.5Fin,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,36,Attchd,RFn,2,400,TA,2,1187,187500
882,9636,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,40,BuiltIn,RFn,2,389,TA,2,808,178000
883,6204,SWISU,2.5Fin,Gable,PConc,N,2006,Bnk,AllPub,Norm,0,WD,TA,4,GasA,188,Detchd,Unf,1,440,TA,1,954,118500
884,7150,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,RFn,1,288,TA,1,892,100000
885,5119,Somerst,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,CWD,Gd,9,GasA,65,Attchd,Fin,2,506,TA,2,1709,328900
886,8393,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,54,Attchd,Fin,2,588,TA,2,1712,145000
887,16466,Edwards,1.5Fin,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,300,TA,1,872,135500
888,15865,mes,1Story,Flat,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,207,Attchd,Unf,2,621,TA,2,2217,268000
889,12160,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Feedr,1,WD,TA,6,GasA,0,Attchd,RFn,2,505,TA,1,1505,149500
890,8064,mes,1.5Fin,Gable,CBlock,Y,2007,Lvl,AllPub,Artery,1,WD,TA,5,GasA,0,Detchd,Unf,2,576,TA,1,672,122900
891,11184,Sawyer,2Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,2,440,TA,2,918,172500
892,8414,Sawyer,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,RFn,1,264,TA,1,1068,154500
893,13284,Sawyer,1Story,Gable,PConc,Y,2008,Lvl,AllPub,PosN,1,WD,TA,5,GasA,116,Attchd,Unf,1,354,TA,1,1383,165000
894,7018,SawyerW,1Story,Gable,Slab,Y,2009,Bnk,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,400,TA,2,1535,118858
895,7056,mes,2Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,50,Attchd,RFn,2,483,TA,1,983,140000
896,8765,IDOTRR,1Story,Gable,BrkTil,N,2006,Lvl,AllPub,Norm,0,WD,TA,4,GasA,28,Detchd,Unf,1,327,TA,1,951,106500
897,7018,SawyerW,2Story,Gable,Slab,Y,2009,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,0,Detchd,Unf,2,528,TA,2,1120,142953
898,12919,NridgHt,1Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,2,New,Ex,9,GasA,67,Attchd,Fin,3,820,TA,2,2364,611657
899,6993,Sawyer,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Feedr,1,WD,TA,5,GasA,0,Attchd,Unf,1,288,TA,1,1236,135000
900,7340,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,1,684,TA,1,858,110000
901,8712,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,756,TA,1,1306,153000
902,7875,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,75,Attchd,Fin,2,393,TA,2,807,180000
903,14859,Gilbert,1Story,Hip,PConc,Y,2006,HLS,AllPub,Norm,1,New,Gd,7,GasA,60,Attchd,RFn,3,690,TA,2,1670,240000
904,6173,Sawyer,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,288,TA,1,902,125500
905,9920,mes,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,RFn,1,280,TA,1,1063,128000
906,13501,Somerst,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,60,Attchd,RFn,3,865,TA,2,1636,255000
907,11500,Crawfor,1.5Fin,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,Attchd,Fin,1,180,Fa,1,1020,250000
908,8885,Mitchel,1Story,Gable,CBlock,Y,2006,Low,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,484,TA,1,902,131000
909,12589,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,24,Attchd,Fin,2,390,TA,2,742,174000
910,11600,mes,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,0,Detchd,Unf,2,480,TA,2,1105,154300
911,9286,CollgCr,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Detchd,Unf,1,252,TA,1,1268,143500
912,6120,BrkSide,1Story,Gable,BrkTil,N,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,450,TA,1,1015,88000
913,6270,Crawfor,2Story,Gable,CBlock,N,2007,HLS,AllPub,Norm,0,WD,TA,5,GasA,0,2Types,Unf,3,871,TA,2,1001,145000
914,3000,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,New,Gd,6,GasA,234,Detchd,RFn,2,528,TA,2,612,173733
915,2001,MeadowV,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Attchd,Unf,1,286,TA,1,546,75000
916,9000,IDOTRR,1Story,Gable,CBlock,N,2006,Lvl,AllPub,Norm,0,WD,TA,2,GasA,0,Detchd,Unf,1,308,TA,0,480,35311
917,17140,Edwards,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Attchd,RFn,1,284,TA,1,1229,135000
918,13125,SawyerW,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,192,Attchd,RFn,3,833,TA,2,912,238000
919,11029,mes,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,51,Attchd,Unf,2,601,TA,1,1414,176500
920,8462,SawyerW,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,87,Attchd,RFn,2,471,TA,2,936,201000
921,8777,Edwards,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,70,,,0,0,,2,1272,145900
922,10237,Gilbert,1Story,Gable,PConc,Y,2006,Lvl,AllPub,RRAn,1,New,Gd,6,GasA,0,Attchd,Fin,2,397,TA,2,1316,169990
923,8012,SawyerW,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,69,Attchd,RFn,2,533,TA,2,1617,193000
924,10240,NWAmes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,131,Attchd,Unf,2,612,TA,2,1686,207500
925,15611,NWAmes,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Ex,5,GasA,0,Attchd,RFn,2,540,TA,2,1126,175000
926,11999,NridgHt,2Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,100,BuiltIn,Fin,3,656,TA,2,1234,285000
927,9900,NWAmes,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Feedr,1,WD,TA,7,GasA,43,Attchd,RFn,2,486,TA,2,1098,176000
928,11838,CollgCr,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,151,Attchd,RFn,2,522,TA,2,1788,236500
929,13006,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,BuiltIn,Fin,2,642,TA,2,993,222000
930,8925,Timber,1Story,Gable,PConc,Y,2009,HLS,AllPub,Norm,0,WD,Gd,8,GasA,18,Attchd,Fin,3,610,TA,2,1466,201000
931,9100,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,429,TA,1,925,117500
932,11670,Somerst,1Story,Hip,PConc,Y,2007,Lvl,AllPub,RRNn,1,WD,Ex,9,GasA,191,Attchd,Fin,3,788,TA,2,1905,320000
933,8487,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,36,Attchd,RFn,2,570,TA,2,1500,190000
934,27650,mes,1Story,Flat,CBlock,Y,2008,HLS,AllPub,PosA,1,WD,Gd,7,GasA,0,Attchd,RFn,2,505,TA,2,2069,242000
935,5825,BrkSide,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,528,TA,1,747,79900
936,10083,SawyerW,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,41,Attchd,RFn,2,555,TA,2,1200,184900
937,9675,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,48,Attchd,RFn,2,689,TA,2,1113,253000
938,8760,CollgCr,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,7,GasA,90,Attchd,RFn,3,868,TA,2,1391,239799
939,24090,ClearCr,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,2,COD,TA,7,GasA,0,Attchd,Unf,1,349,TA,2,1207,244400
940,12640,Mitchel,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,574,TA,2,1728,150900
941,8755,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,RRNn,1,WD,Gd,7,GasA,0,BuiltIn,RFn,2,390,TA,2,1022,214000
942,7711,Edwards,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,Oth,TA,4,GasA,0,,,0,0,,2,1440,150000
943,25000,Mitchel,1Story,Gable,CBlock,Y,2007,Low,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,576,TA,2,1632,143000
944,14375,Timber,SLvl,Gable,CBlock,Y,2009,Lvl,NoSeWa,Norm,1,COD,Gd,6,GasA,118,Basment,RFn,2,525,TA,1,1344,137500
945,8820,OldTown,1.5Fin,Hip,BrkTil,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,456,TA,1,1188,124900
946,8163,mes,SLvl,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,RFn,1,796,TA,1,1144,143000
947,14536,Timber,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,252,Attchd,Fin,3,808,TA,2,1629,270000
948,14006,CollgCr,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,96,Attchd,RFn,2,474,TA,2,936,192500
949,9360,NWAmes,1Story,Hip,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,RFn,2,676,TA,1,1381,197500
950,7200,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Detchd,RFn,2,720,TA,1,864,129000
951,7800,SawyerW,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,300,TA,1,965,119900
952,7200,CollgCr,SFoyer,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Fin,1,396,TA,1,768,133900
953,11075,Mitchel,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,5,GasA,189,Attchd,RFn,2,530,TA,2,1168,172000
954,9400,Edwards,SFoyer,Flat,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,,,0,0,,2,980,127500
955,7136,Crawfor,2Story,Gable,CBlock,N,2007,HLS,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,492,TA,2,979,145000
956,1300,Blueste,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Fin,2,462,TA,1,561,124000
957,7420,Sawyer,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Fin,2,576,TA,1,1057,132000
958,8450,CollgCr,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,39,Attchd,RFn,2,531,TA,2,1337,185000
959,2572,Somerst,2Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,44,Detchd,Unf,2,484,TA,2,696,155000
960,7207,BrkSide,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,,,0,0,,1,858,116500
961,12227,NWAmes,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,PosN,1,WD,TA,6,GasA,282,Attchd,Fin,2,619,TA,2,1542,272000
962,2308,NPkVill,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Detchd,Unf,2,440,TA,2,804,155000
963,11923,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Ex,9,GasA,136,Attchd,Fin,2,702,TA,2,1800,239000
964,11316,Timber,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,40,BuiltIn,Fin,2,510,TA,2,824,214900
965,10237,Gilbert,2Story,Gable,PConc,Y,2007,Lvl,AllPub,RRAn,1,New,Gd,6,GasA,72,Attchd,Fin,2,393,TA,2,783,178900
966,9600,Crawfor,1.5Fin,Gable,BrkTil,Y,2009,HLS,AllPub,Norm,2,WD,TA,5,GasA,70,Detchd,Unf,1,256,TA,1,976,160000
967,7390,mes,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,260,TA,1,1098,135000
968,5925,OldTown,1.5Fin,Gable,BrkTil,N,2009,Lvl,AllPub,Norm,0,WD,TA,3,Grav,0,,,0,0,,1,600,37900
969,10382,mes,SLvl,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,0,ConLD,TA,6,GasA,0,Attchd,RFn,1,264,TA,1,1095,140000
970,10800,mes,1.5Fin,Gable,CBlock,N,2006,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,,,0,0,,1,720,135000
971,2268,NridgHt,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,27,BuiltIn,RFn,2,474,TA,2,764,173000
972,7892,SawyerW,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,1,264,TA,2,918,99500
973,11639,Somerst,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,New,Gd,7,GasA,120,Attchd,Fin,2,480,TA,2,1428,182000
974,11414,BrkSide,2Story,Gable,BrkTil,N,2009,Lvl,AllPub,RRAn,0,WD,Gd,7,GasA,135,Detchd,Unf,2,532,TA,1,1136,167500
975,2651,Somerst,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,50,Detchd,Unf,2,490,TA,2,673,165000
976,5900,BrkSide,1Story,Gable,PConc,Y,2006,Bnk,AllPub,Norm,0,WD,Fa,4,GasA,0,,,0,0,,1,869,85500
977,4274,Somerst,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,7,GasA,116,Attchd,Fin,2,569,TA,1,1241,199900
978,9450,Edwards,1Story,Gable,CBlock,Y,2007,Bnk,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,400,TA,1,894,110000
979,8816,Sawyer,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,80,Detchd,Unf,2,480,TA,1,1121,139000
980,12122,mes,SFoyer,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,Ex,7,GasA,76,Attchd,RFn,2,588,TA,1,999,178400
981,12203,NoRidge,2Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,0,Attchd,Fin,3,676,TA,2,1276,336000
982,3182,Blmngtn,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,16,Attchd,Fin,2,388,TA,2,1266,159895
983,11250,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,0,Attchd,Unf,2,779,TA,2,1149,255900
984,10125,Mitchel,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,COD,Gd,5,GasA,0,Attchd,Unf,2,539,TA,2,1302,126000
985,10880,Edwards,1Story,Gable,CBlock,N,2008,Lvl,AllPub,Norm,0,ConLD,TA,5,GasW,48,Detchd,Unf,1,240,TA,1,1164,125000
986,5310,OldTown,1.5Fin,Hip,CBlock,Y,2006,Lvl,AllPub,Feedr,0,WD,Gd,6,GasA,0,Attchd,Unf,1,255,Fa,1,1001,117000
987,10159,NridgHt,1Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,1,New,Ex,9,GasA,95,Attchd,Fin,3,606,TA,2,1940,395192
988,12046,NWAmes,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,224,Attchd,Fin,2,551,TA,2,1118,195000
989,8125,Somerst,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,7,GasA,50,Attchd,RFn,2,614,TA,2,778,197000
990,9452,NoRidge,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,70,Attchd,Fin,3,870,TA,2,1407,348000
991,17671,OldTown,2Story,Gable,BrkTil,Y,2009,Lvl,AllPub,Artery,1,WD,Gd,8,GasA,169,Attchd,Unf,2,424,TA,1,916,168000
992,9760,mes,2Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,42,Attchd,RFn,2,440,TA,2,1020,187000
993,8846,CollgCr,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,6,GasA,35,Attchd,RFn,2,564,TA,2,750,173900
994,12456,NridgHt,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,10,GasA,48,Attchd,Fin,3,786,TA,2,1718,337500
995,4712,BrkSide,1.5Fin,Gable,CBlock,Y,2006,Lvl,AllPub,Feedr,0,WD,TA,4,GasA,57,Detchd,Unf,1,305,TA,1,774,121600
996,10659,mes,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,0,COD,TA,5,GasA,319,Attchd,Unf,1,368,TA,1,1050,136500
